"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"2","0.000000","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"3","0.000745","35.217.37.16","192.168.3.2","UDP","361","50004  >  63452 Len=319"
"4","0.001647","192.168.3.2","107.161.154.161","TCP","57","55851  >  25941 [PSH, ACK] Seq=1 Ack=1 Win=1024 Len=3"
"5","0.010502","35.217.37.16","192.168.3.2","UDP","423","50004  >  63452 Len=381"
"6","0.011053","107.161.154.161","192.168.3.2","TCP","435","25941  >  55851 [PSH, ACK] Seq=1 Ack=4294967294 Win=774 Len=381"
"7","0.013853","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"8","0.014533","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"9","0.015294","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"10","0.015490","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"11","0.016293","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"12","0.016504","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"13","0.016923","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"14","0.017787","35.217.37.16","192.168.3.2","UDP","1036","50004  >  63452 Len=994"
"15","0.020199","192.168.3.2","35.217.37.16","UDP","102","63452  >  50004 Len=60"
"16","0.030654","35.217.37.16","192.168.3.2","UDP","438","50004  >  63452 Len=396"
"17","0.031695","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"18","0.031999","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"19","0.032966","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"20","0.032966","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"21","0.034488","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"22","0.034623","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"23","0.034745","35.217.37.16","192.168.3.2","UDP","501","50004  >  63452 Len=459"
"24","0.049006","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"25","0.049301","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"26","0.049301","35.217.37.16","192.168.3.2","UDP","427","50004  >  63452 Len=385"
"27","0.049920","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"28","0.051153","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"29","0.051153","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"30","0.051242","35.217.37.16","192.168.3.2","UDP","979","50004  >  63452 Len=937"
"31","0.053996","107.161.154.161","192.168.3.2","TCP","60","25941  >  55851 [ACK] Seq=382 Ack=4 Win=774 Len=0"
"32","0.056053","192.168.3.2","107.161.154.161","TCP","54","55851  >  25941 [ACK] Seq=4 Ack=382 Win=1022 Len=0"
"33","0.060139","107.161.154.161","192.168.3.2","TCP","284","25941  >  55851 [PSH, ACK] Seq=382 Ack=4 Win=774 Len=230"
"34","0.064532","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"35","0.065335","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"36","0.066275","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"37","0.066275","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"38","0.067088","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"39","0.067161","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"40","0.067288","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"41","0.068026","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"42","0.068201","35.217.37.16","192.168.3.2","UDP","1134","50004  >  63452 Len=1092"
"43","0.071460","35.217.37.16","192.168.3.2","UDP","410","50004  >  63452 Len=368"
"44","0.071674","192.168.3.2","35.217.37.16","UDP","106","63452  >  50004 Len=64"
"45","0.081174","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"46","0.081347","192.168.3.2","35.217.37.16","UDP","50","63452  >  50004 Len=8"
"47","0.081431","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"48","0.081969","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"49","0.082928","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"50","0.082928","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"51","0.083880","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"52","0.084047","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"53","0.084133","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"54","0.084958","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"55","0.084958","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"56","0.085949","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"57","0.085949","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"58","0.086060","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"59","0.086717","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"60","0.086805","35.217.37.16","192.168.3.2","UDP","880","50004  >  63452 Len=838"
"61","0.091403","35.217.37.16","192.168.3.2","UDP","428","50004  >  63452 Len=386"
"62","0.098388","35.217.37.16","192.168.3.2","UDP","875","50004  >  63452 Len=833"
"63","0.099710","192.168.3.2","107.161.154.161","TCP","57","55851  >  25941 [PSH, ACK] Seq=4 Ack=612 Win=1021 Len=3"
"64","0.100223","192.168.3.2","107.161.154.161","TCP","82","55851  >  25941 [PSH, ACK] Seq=7 Ack=612 Win=1021 Len=28"
"65","0.101676","192.168.3.2","107.161.154.161","TCP","57","55851  >  25941 [PSH, ACK] Seq=35 Ack=612 Win=1021 Len=3"
"66","0.109477","35.217.37.16","192.168.3.2","UDP","418","50004  >  63452 Len=376"
"67","0.111833","107.161.154.161","192.168.3.2","TCP","455","25941  >  55851 [PSH, ACK] Seq=612 Ack=4 Win=774 Len=401"
"68","0.111856","192.168.3.2","107.161.154.161","TCP","54","55851  >  25941 [ACK] Seq=38 Ack=1013 Win=1025 Len=0"
"69","0.114364","35.217.37.16","192.168.3.2","UDP","811","50004  >  63452 Len=769"
"70","0.122342","192.168.3.2","35.217.37.16","UDP","102","63452  >  50004 Len=60"
"71","0.127418","35.217.37.16","192.168.3.2","UDP","60","50004  >  63452 Len=8"
"72","0.130937","35.217.37.16","192.168.3.2","UDP","423","50004  >  63452 Len=381"
"73","0.131984","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"74","0.133233","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"75","0.133401","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"76","0.133860","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"77","0.133860","35.217.37.16","192.168.3.2","UDP","148","50004  >  63452 Len=106"
"78","0.148254","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"79","0.148323","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"80","0.148712","35.217.37.16","192.168.3.2","UDP","400","50004  >  63452 Len=358"
"81","0.148981","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"82","0.149866","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"83","0.149866","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"84","0.149966","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"85","0.150768","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"86","0.150961","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"87","0.151258","107.161.154.161","192.168.3.2","TCP","60","25941  >  55851 [ACK] Seq=1013 Ack=35 Win=774 Len=0"
"88","0.152733","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"89","0.152928","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"90","0.153016","35.217.37.16","192.168.3.2","UDP","360","50004  >  63452 Len=318"
"91","0.160156","107.161.154.161","192.168.3.2","TCP","346","25941  >  55851 [PSH, ACK] Seq=1013 Ack=38 Win=774 Len=292"
"92","0.160197","192.168.3.2","107.161.154.161","TCP","54","55851  >  25941 [ACK] Seq=38 Ack=1305 Win=1024 Len=0"
"93","0.165375","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"94","0.165999","35.217.37.16","192.168.3.2","UDP","981","50004  >  63452 Len=939"
"95","0.170573","35.217.37.16","192.168.3.2","UDP","380","50004  >  63452 Len=338"
"96","0.174066","192.168.3.2","35.217.37.16","UDP","102","63452  >  50004 Len=60"
"97","0.181241","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"98","0.182256","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"99","0.182379","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"100","0.182896","35.217.37.16","192.168.3.2","UDP","955","50004  >  63452 Len=913"
"101","0.190355","35.217.37.16","192.168.3.2","UDP","384","50004  >  63452 Len=342"
"102","0.196444","192.168.3.2","192.168.3.69","TCP","164","55576  >  8009 [PSH, ACK] Seq=1 Ack=1 Win=1025 Len=110"
"103","0.197646","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"104","0.198263","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"105","0.198899","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"106","0.199758","192.168.3.2","107.161.154.161","TCP","57","55851  >  25941 [PSH, ACK] Seq=38 Ack=1305 Win=1024 Len=3"
"107","0.199907","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"108","0.199933","35.217.37.16","192.168.3.2","UDP","441","50004  >  63452 Len=399"
"109","0.201818","192.168.3.2","107.161.154.161","TCP","57","55851  >  25941 [PSH, ACK] Seq=41 Ack=1305 Win=1024 Len=3"
"110","0.209524","35.217.37.16","192.168.3.2","UDP","360","50004  >  63452 Len=318"
"111","0.212460","107.161.154.161","192.168.3.2","TCP","267","25941  >  55851 [PSH, ACK] Seq=1305 Ack=38 Win=774 Len=213"
"112","0.214681","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"113","0.214681","192.168.3.69","192.168.3.2","TCP","164","8009  >  55576 [PSH, ACK] Seq=1 Ack=111 Win=1161 Len=110"
"114","0.215746","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"115","0.216726","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"116","0.216819","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"117","0.218419","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"118","0.218520","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"119","0.218617","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"120","0.218725","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"121","0.218828","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"122","0.218926","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"123","0.219976","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"124","0.220167","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"125","0.220259","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"126","0.220886","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"127","0.220983","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"128","0.221735","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"129","0.221958","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"130","0.222045","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"131","0.223351","192.168.3.2","35.217.37.16","UDP","114","63452  >  50004 Len=72"
"132","0.232436","35.217.37.16","192.168.3.2","UDP","384","50004  >  63452 Len=342"
"133","0.249918","35.217.37.16","192.168.3.2","UDP","334","50004  >  63452 Len=292"
"134","0.251708","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","185","63328  >  50002 Len=143 (SendTTL=39, Round=108)"
"135","0.252808","107.161.154.161","192.168.3.2","TCP","60","25941  >  55851 [ACK] Seq=1518 Ack=44 Win=774 Len=0"
"136","0.257678","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"137","0.259196","192.168.3.2","192.168.3.69","TCP","54","55576  >  8009 [ACK] Seq=111 Ack=111 Win=1024 Len=0"
"138","0.259329","192.168.3.2","107.161.154.161","TCP","54","55851  >  25941 [ACK] Seq=44 Ack=1518 Win=1023 Len=0"
"139","0.259812","35.217.37.16","192.168.3.2","UDP","933","50004  >  63452 Len=891"
"140","0.259922","35.217.37.16","192.168.3.2","UDP","759","50004  >  63452 Len=717"
"141","0.260027","35.217.37.16","192.168.3.2","UDP","769","50004  >  63452 Len=727"
"142","0.262696","107.161.154.161","192.168.3.2","TCP","455","25941  >  55851 [PSH, ACK] Seq=1518 Ack=44 Win=774 Len=401"
"143","0.264972","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"144","0.265972","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"145","0.266056","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"146","0.266614","35.217.37.16","192.168.3.2","UDP","258","50004  >  63452 Len=216"
"147","0.270294","35.217.37.16","192.168.3.2","UDP","340","50004  >  63452 Len=298"
"148","0.271703","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","201","63328  >  50002 Len=159 (SendTTL=39, Round=108)"
"149","0.274242","192.168.3.2","35.217.37.16","UDP","94","63452  >  50004 Len=52"
"150","0.281525","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"151","0.281621","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"152","0.282879","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"153","0.282973","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"154","0.283084","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"155","0.283826","35.217.37.16","192.168.3.2","UDP","1206","50004  >  63452 Len=1164"
"156","0.289424","35.217.37.16","192.168.3.2","UDP","369","50004  >  63452 Len=327"
"157","0.291714","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","202","63328  >  50002 Len=160 (SendTTL=39, Round=108)"
"158","0.297736","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"159","0.298178","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"160","0.298312","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"161","0.299689","192.168.3.2","107.161.154.161","TCP","57","55851  >  25941 [PSH, ACK] Seq=44 Ack=1919 Win=1022 Len=3"
"162","0.299736","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"163","0.300030","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"164","0.300216","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"165","0.300889","35.217.37.16","192.168.3.2","UDP","1222","50004  >  63452 Len=1180"
"166","0.301614","192.168.3.2","107.161.154.161","TCP","57","55851  >  25941 [PSH, ACK] Seq=47 Ack=1919 Win=1022 Len=3"
"167","0.301970","192.168.3.2","35.217.16.75","UDP","50","63328  >  50002 Len=8"
"168","0.311113","35.217.37.16","192.168.3.2","UDP","377","50004  >  63452 Len=335"
"169","0.312483","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","223","63328  >  50002 Len=181 (SendTTL=39, Round=108)"
"170","0.314510","107.161.154.161","192.168.3.2","TCP","592","25941  >  55851 [PSH, ACK] Seq=1919 Ack=44 Win=774 Len=538"
"171","0.314530","192.168.3.2","107.161.154.161","TCP","54","55851  >  25941 [ACK] Seq=50 Ack=2457 Win=1025 Len=0"
"172","0.314627","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"173","0.316740","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"174","0.316988","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"175","0.317085","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"176","0.317902","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"177","0.318000","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"178","0.318909","35.217.37.16","192.168.3.2","UDP","346","50004  >  63452 Len=304"
"179","0.324911","192.168.3.2","35.217.37.16","UDP","106","63452  >  50004 Len=64"
"180","0.330165","35.217.37.16","192.168.3.2","UDP","358","50004  >  63452 Len=316"
"181","0.331033","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"182","0.331232","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"183","0.331581","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","241","63328  >  50002 Len=199 (SendTTL=39, Round=108)"
"184","0.331858","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"185","0.332969","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"186","0.333051","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"187","0.333201","35.217.37.16","192.168.3.2","UDP","819","50004  >  63452 Len=777"
"188","0.340782","35.217.16.75","192.168.3.2","UDP","60","50002  >  63328 Len=8"
"189","0.349678","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"190","0.350455","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"191","0.350455","35.217.37.16","192.168.3.2","UDP","365","50004  >  63452 Len=323"
"192","0.351408","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"193","0.351509","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"194","0.351608","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"195","0.351612","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","209","63328  >  50002 Len=167 (SendTTL=39, Round=108)"
"196","0.351863","35.217.37.16","192.168.3.2","UDP","540","50004  >  63452 Len=498"
"197","0.353473","107.161.154.161","192.168.3.2","TCP","60","25941  >  55851 [ACK] Seq=2457 Ack=50 Win=774 Len=0"
"198","0.363713","107.161.154.161","192.168.3.2","TCP","143","25941  >  55851 [PSH, ACK] Seq=2457 Ack=50 Win=774 Len=89"
"199","0.363744","192.168.3.2","107.161.154.161","TCP","54","55851  >  25941 [ACK] Seq=50 Ack=2546 Win=1025 Len=0"
"200","0.365584","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"201","0.365777","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"202","0.366757","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"203","0.366950","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"204","0.367033","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"205","0.368020","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"206","0.368211","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"207","0.368307","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"208","0.368815","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"209","0.368913","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"210","0.369314","35.217.37.16","192.168.3.2","UDP","372","50004  >  63452 Len=330"
"211","0.369540","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"212","0.371163","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"213","0.371238","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"214","0.371335","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"215","0.371648","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","226","63328  >  50002 Len=184 (SendTTL=39, Round=108)"
"216","0.371861","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"217","0.371971","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"218","0.371971","35.217.37.16","192.168.3.2","UDP","904","50004  >  63452 Len=862"
"219","0.374620","192.168.3.2","35.217.37.16","UDP","114","63452  >  50004 Len=72"
"220","0.381779","35.217.37.16","192.168.3.2","UDP","662","50004  >  63452 Len=620"
"221","0.390522","35.217.37.16","192.168.3.2","UDP","382","50004  >  63452 Len=340"
"222","0.391629","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","241","63328  >  50002 Len=199 (SendTTL=39, Round=108)"
"223","0.397816","35.217.37.16","192.168.3.2","UDP","634","50004  >  63452 Len=592"
"224","0.400559","192.168.3.2","107.161.154.161","TCP","57","55851  >  25941 [PSH, ACK] Seq=50 Ack=2546 Win=1025 Len=3"
"225","0.402893","192.168.3.2","107.161.154.161","TCP","57","55851  >  25941 [PSH, ACK] Seq=53 Ack=2546 Win=1025 Len=3"
"226","0.411658","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","235","63328  >  50002 Len=193 (SendTTL=39, Round=108)"
"227","0.411811","35.217.37.16","192.168.3.2","UDP","374","50004  >  63452 Len=332"
"228","0.413211","107.161.154.161","192.168.3.2","TCP","505","25941  >  55851 [PSH, ACK] Seq=2546 Ack=50 Win=774 Len=451"
"229","0.416216","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"230","0.416967","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"231","0.417841","35.217.37.16","192.168.3.2","UDP","780","50004  >  63452 Len=738"
"232","0.426316","192.168.3.2","35.217.37.16","UDP","90","63452  >  50004 Len=48"
"233","0.430466","35.217.37.16","192.168.3.2","UDP","372","50004  >  63452 Len=330"
"234","0.431740","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"235","0.432029","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"236","0.432453","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","240","63328  >  50002 Len=198 (SendTTL=39, Round=108)"
"237","0.432495","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"238","0.432692","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"239","0.432795","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"240","0.433749","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"241","0.433945","35.217.37.16","192.168.3.2","UDP","1225","50004  >  63452 Len=1183"
"242","0.448058","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"243","0.448436","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"244","0.448690","35.217.37.16","192.168.3.2","UDP","382","50004  >  63452 Len=340"
"245","0.449987","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"246","0.450081","35.217.37.16","192.168.3.2","UDP","733","50004  >  63452 Len=691"
"247","0.451607","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","231","63328  >  50002 Len=189 (SendTTL=39, Round=108)"
"248","0.454036","107.161.154.161","192.168.3.2","TCP","60","25941  >  55851 [ACK] Seq=2997 Ack=56 Win=774 Len=0"
"249","0.458900","192.168.3.2","107.161.154.161","TCP","54","55851  >  25941 [ACK] Seq=56 Ack=2997 Win=1023 Len=0"
"250","0.462128","107.161.154.161","192.168.3.2","TCP","285","25941  >  55851 [PSH, ACK] Seq=2997 Ack=56 Win=774 Len=231"
"251","0.464546","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"252","0.464995","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"253","0.466464","35.217.37.16","192.168.3.2","UDP","662","50004  >  63452 Len=620"
"254","0.469989","35.217.37.16","192.168.3.2","UDP","383","50004  >  63452 Len=341"
"255","0.471645","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","227","63328  >  50002 Len=185 (SendTTL=39, Round=108)"
"256","0.476109","192.168.3.2","35.217.37.16","UDP","98","63452  >  50004 Len=56"
"257","0.481775","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"258","0.482993","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"259","0.482993","35.217.37.16","192.168.3.2","UDP","190","50004  >  63452 Len=148"
"260","0.491219","35.217.37.16","192.168.3.2","UDP","386","50004  >  63452 Len=344"
"261","0.491716","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","224","63328  >  50002 Len=182 (SendTTL=39, Round=108)"
"262","0.498214","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"263","0.498781","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"264","0.498878","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"265","0.499812","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"266","0.499910","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"267","0.500411","192.168.3.2","107.161.154.161","TCP","57","55851  >  25941 [PSH, ACK] Seq=56 Ack=3228 Win=1022 Len=3"
"268","0.500815","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"269","0.501008","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"270","0.501107","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"271","0.502405","192.168.3.2","107.161.154.161","TCP","57","55851  >  25941 [PSH, ACK] Seq=59 Ack=3228 Win=1022 Len=3"
"272","0.503018","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"273","0.503143","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"274","0.503246","35.217.37.16","192.168.3.2","UDP","1257","50004  >  63452 Len=1215"
"275","0.503345","35.217.37.16","192.168.3.2","UDP","508","50004  >  63452 Len=466"
"276","0.509952","35.217.37.16","192.168.3.2","UDP","378","50004  >  63452 Len=336"
"277","0.511709","192.168.3.2","35.217.16.75","UDP, HiPerConTracer","232","63328  >  50002 Len=190 (SendTTL=39, Round=108)"
"278","0.513157","107.161.154.161","192.168.3.2","TCP","222","25941  >  55851 [PSH, ACK] Seq=3228 Ack=56 Win=774 Len=168"
"279","0.514458","35.217.37.16","192.168.3.2","UDP","1135","50004  >  63452 Len=1093"
"280","0.527639","192.168.3.2","35.217.37.16","UDP","102","63452  >  50004 Len=60"
